FeatureCode,DateCode,Measurement,Units,Value,Age of Dwelling,Type Of Dwelling,Number of Bedrooms,Type Of Tenure,Household Type,Fuel Poverty
S12000045,2014-2016,Percent,Percent of households in fuel poverty,25,All,All,All,All,Other,Fuel Poor
S12000030,2012-2014,Percent,Percent of households in fuel poverty,29.5,All,All,All,All,All,Fuel Poor
S12000028,2012-2014,Percent,Percent of households in fuel poverty,24.5,All,All,All,Owner Occupied,All,Fuel Poor
S12000028,2012-2014,Percent,Percent of households in fuel poverty,30.7,All,All,All,All,Other,Fuel Poor
S12000033,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30,All,Houses,All,All,All,Fuel Poor
S12000030,2012-2014,Percent,Percent of households in fuel poverty,25.5,All,Houses,All,All,All,Fuel Poor
S12000045,2014-2016,Percent,Percent of households in fuel poverty,16.1,All,Houses,All,All,All,Fuel Poor
S12000030,2012-2014,Percent,Percent of households in fuel poverty,40.2,All,Flats,All,All,All,Fuel Poor
S92000003,2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,33.1,All,All,All,All,Other,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.3,All,All,All,All,Older,Fuel Poor
S12000049,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22.2,All,All,All,Owner Occupied,All,Fuel Poor
S12000027,2013-2015,Percent,Percent of households in fuel poverty,24.8,All,Houses,All,All,All,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,34.6,All,All,All,All,Other,Fuel Poor
S12000026,2014-2016,Percent,Percent of households in fuel poverty,51.9,All,All,All,Social Rented,All,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,21,All,All,All,Owner Occupied,All,Fuel Poor
S12000048,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,66.2,All,All,All,Private Rented,All,Fuel Poor
S12000026,2014-2016,Percent,Percent of households in fuel poverty,31.4,All,All,All,Private Rented,All,Fuel Poor
S12000030,2014-2016,Percent,Percent of households in fuel poverty,21.1,All,Houses,All,All,All,Fuel Poor
S12000028,2013-2015,Percent,Percent of households in fuel poverty,41.4,All,Flats,All,All,All,Fuel Poor
S12000028,2013-2015,Percent,Percent of households in fuel poverty,26.5,All,All,All,All,Older,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,26.3,All,Houses,All,All,All,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,55.4,All,All,All,Social Rented,All,Fuel Poor
S12000035,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.9,All,All,All,All,All,Fuel Poor
S12000041,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,47.4,All,All,All,All,Other,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,29.6,All,Houses,All,All,All,Fuel Poor
S12000030,2013-2015,Percent,Percent of households in fuel poverty,20.1,All,All,All,All,Older,Fuel Poor
S12000045,2017-2019,Percent,Percent of households in fuel poverty,16.8,All,Houses,All,All,All,Fuel Poor
S12000026,2014-2016,Percent,Percent of households in fuel poverty,31.2,All,All,All,All,Older,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.6,All,Houses,All,All,All,Fuel Poor
S12000029,2014-2016,Percent,Percent of households in fuel poverty,25.2,All,All,All,All,All,Fuel Poor
S12000040,2013-2015,Percent,Percent of households in fuel poverty,25.3,All,All,All,All,All,Fuel Poor
S12000030,2013-2015,Percent,Percent of households in fuel poverty,44.9,All,All,All,Social Rented,All,Fuel Poor
S12000030,2014-2016,Percent,Percent of households in fuel poverty,39,All,Flats,All,All,All,Fuel Poor
S12000020,2017-2019,Percent,Percent of households in fuel poverty,18.4,All,All,All,All,Families,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,29.2,All,All,All,All,All,Fuel Poor
S12000035,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,47.1,All,Flats,All,All,All,Fuel Poor
S12000048,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,33.5,All,All,All,All,Older,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,23.6,All,All,All,All,Families,Fuel Poor
S12000027,2012-2014,Percent,Percent of households in fuel poverty,27.7,All,Houses,All,All,All,Fuel Poor
S12000047,2012-2014,Percent,Percent of households in fuel poverty,42.5,All,Flats,All,All,All,Fuel Poor
S12000038,2013-2015,Percent,Percent of households in fuel poverty,25.7,All,All,All,All,All,Fuel Poor
S12000005,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,13.6,All,All,All,All,Families,Fuel Poor
S12000027,2012-2014,Percent,Percent of households in fuel poverty,31.5,All,All,All,All,Older,Fuel Poor
S12000047,2012-2014,Percent,Percent of households in fuel poverty,28.1,All,All,All,All,All,Fuel Poor
S12000027,2012-2014,Percent,Percent of households in fuel poverty,21.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000028,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,24.3,All,Houses,All,All,All,Fuel Poor
S12000029,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.8,All,Houses,All,All,All,Fuel Poor
S12000023,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34,All,Houses,All,All,All,Fuel Poor
S12000049,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.1,All,Flats,All,All,All,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,30.2,All,All,All,All,All,Fuel Poor
S12000028,2012-2014,Percent,Percent of households in fuel poverty,30.8,All,All,All,All,All,Fuel Poor
S12000026,2012-2014,Percent,Percent of households in fuel poverty,34.4,All,Flats,All,All,All,Fuel Poor
S12000035,2014-2016,Percent,Percent of households in fuel poverty,30.2,All,All,All,All,Other,Fuel Poor
S12000027,2013-2015,Percent,Percent of households in fuel poverty,25.7,All,All,All,All,All,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,37.6,All,Flats,All,All,All,Fuel Poor
S12000047,2017-2019,Percent,Percent of households in fuel poverty,20.1,All,All,All,All,Families,Fuel Poor
S12000028,2013-2015,Percent,Percent of households in fuel poverty,26.4,All,Houses,All,All,All,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,15.6,All,All,All,Owner Occupied,All,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,47.6,All,All,All,Social Rented,All,Fuel Poor
S12000017,2012-2014,Percent,Percent of households in fuel poverty,32.5,All,Houses,All,All,All,Fuel Poor
S12000027,2012-2014,Percent,Percent of households in fuel poverty,48.7,All,All,All,Social Rented,All,Fuel Poor
S12000027,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.8,All,All,All,All,Older,Fuel Poor
S12000028,2013-2015,Percent,Percent of households in fuel poverty,31.5,All,All,All,All,Families,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,31.9,All,All,All,All,All,Fuel Poor
S12000027,2012-2014,Percent,Percent of households in fuel poverty,31.5,All,All,All,All,Families,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,21.1,All,All,All,All,Families,Fuel Poor
S12000010,2017-2019,Percent,Percent of households in fuel poverty,19.7,All,All,All,All,Other,Fuel Poor
S12000021,2017-2019,Percent,Percent of households in fuel poverty,19.7,All,All,All,Owner Occupied,All,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,32.7,All,Flats,All,All,All,Fuel Poor
S12000047,2017-2019,Percent,Percent of households in fuel poverty,13.7,All,All,All,Owner Occupied,All,Fuel Poor
S12000047,2014-2016,Percent,Percent of households in fuel poverty,29.2,All,All,All,All,All,Fuel Poor
S12000030,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.4,All,All,All,All,All,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,71.4,All,All,All,Social Rented,All,Fuel Poor
S12000048,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,32.5,All,All,All,All,All,Fuel Poor
S12000028,2014-2016,Percent,Percent of households in fuel poverty,19.5,All,All,All,All,Other,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,37.9,All,All,All,All,Other,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,27.9,All,All,All,All,Other,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,24.4,All,Houses,All,All,All,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,19.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000005,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,40.4,All,All,All,All,Families,Fuel Poor
S12000028,2017-2019,Percent,Percent of households in fuel poverty,19.8,All,Houses,All,All,All,Fuel Poor
S12000005,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,59.4,All,All,All,Social Rented,All,Fuel Poor
S92000003,2014-2016,Percent,Percent of households in fuel poverty,39.6,All,All,All,Private Rented,All,Fuel Poor
S12000050,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,29.2,All,All,All,All,Families,Fuel Poor
S12000006,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.1,All,All,All,All,All,Fuel Poor
S12000042,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,64.6,All,All,All,Social Rented,All,Fuel Poor
S12000039,2014-2016,Percent,Percent of households in fuel poverty,31.7,All,Flats,All,All,All,Fuel Poor
S12000005,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.1,All,All,All,All,Older,Fuel Poor
S92000003,2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28,All,All,All,All,Other,Fuel Poor
S12000038,2014-2016,Percent,Percent of households in fuel poverty,21.8,All,All,All,All,Families,Fuel Poor
S12000014,2017-2019,Percent,Percent of households in fuel poverty,13.7,All,All,All,All,Families,Fuel Poor
S12000038,2014-2016,Percent,Percent of households in fuel poverty,27.5,All,All,All,All,Other,Fuel Poor
S12000014,2017-2019,Percent,Percent of households in fuel poverty,17.2,All,Houses,All,All,All,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,36.5,All,All,All,All,Older,Fuel Poor
S12000008,2017-2019,Percent,Percent of households in fuel poverty,17.2,All,All,All,Owner Occupied,All,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.6,All,All,All,All,Families,Fuel Poor
S92000003,2013-2015,Percent,Percent of households in fuel poverty,46,All,All,All,Private Rented,All,Fuel Poor
S12000029,2017-2019,Percent,Percent of households in fuel poverty,17.5,All,All,All,All,Families,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,50.5,All,All,All,All,Older,Fuel Poor
S12000028,2014-2016,Percent,Percent of households in fuel poverty,15.4,All,All,All,Owner Occupied,All,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,29.3,All,All,All,All,Older,Fuel Poor
S92000003,2013-2015,Percent,Percent of households in fuel poverty,27.1,All,All,All,All,Older,Fuel Poor
S12000030,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.6,All,All,All,All,Older,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,44.6,All,All,All,Social Rented,All,Fuel Poor
S12000027,2014-2016,Percent,Percent of households in fuel poverty,21.6,All,All,All,All,Other,Fuel Poor
S12000027,2014-2016,Percent,Percent of households in fuel poverty,55.5,All,All,All,Social Rented,All,Fuel Poor
S12000006,2014-2016,Percent,Percent of households in fuel poverty,29.7,All,Houses,All,All,All,Fuel Poor
S12000027,2014-2016,Percent,Percent of households in fuel poverty,34,All,All,All,All,Older,Fuel Poor
S12000006,2014-2016,Percent,Percent of households in fuel poverty,28.9,All,All,All,All,All,Fuel Poor
S12000026,2013-2015,Percent,Percent of households in fuel poverty,39.6,All,Flats,All,All,All,Fuel Poor
S92000003,2012,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.5,All,All,All,All,Families,Fuel Poor
S12000027,2014-2016,Percent,Percent of households in fuel poverty,20.4,All,All,All,All,Families,Fuel Poor
S12000038,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,38.8,All,Flats,All,All,All,Fuel Poor
S12000006,2014-2016,Percent,Percent of households in fuel poverty,27.8,All,All,All,All,Older,Fuel Poor
S12000006,2014-2016,Percent,Percent of households in fuel poverty,19.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000006,2014-2016,Percent,Percent of households in fuel poverty,46.2,All,All,All,Social Rented,All,Fuel Poor
S92000003,2012,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.7,All,All,All,All,Older,Fuel Poor
S12000005,2014-2016,Percent,Percent of households in fuel poverty,24.7,All,All,All,All,Other,Fuel Poor
S12000023,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30.1,All,All,All,Owner Occupied,All,Fuel Poor
S12000033,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,40.8,All,Flats,All,All,All,Fuel Poor
S12000048,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,18.8,All,All,All,All,Other,Fuel Poor
S12000038,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.8,All,Houses,All,All,All,Fuel Poor
S12000035,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,47.1,All,Flats,All,All,All,Fuel Poor
S12000045,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,21.3,All,Houses,All,All,All,Fuel Poor
S12000047,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.5,All,Houses,All,All,All,Fuel Poor
S12000047,2013-2015,Percent,Percent of households in fuel poverty,27.6,All,All,All,All,Older,Fuel Poor
S12000030,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.3,All,Houses,All,All,All,Fuel Poor
S12000041,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,45.5,All,Flats,All,All,All,Fuel Poor
S12000047,2013-2015,Percent,Percent of households in fuel poverty,38.5,All,All,All,All,Other,Fuel Poor
S12000047,2013-2015,Percent,Percent of households in fuel poverty,55.9,All,All,All,Social Rented,All,Fuel Poor
S92000003,2012-2014,Percent,Percent of households in fuel poverty,19.2,All,All,All,Owner Occupied,All,Fuel Poor
S12000028,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31,All,All,All,All,All,Fuel Poor
S12000039,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,23.5,All,Houses,All,All,All,Fuel Poor
S12000049,2012-2014,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,26.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000049,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22.1,All,All,All,Owner Occupied,All,Fuel Poor
S12000010,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,25.9,All,Flats,All,All,All,Fuel Poor
S12000048,2013-2015,Percent,Percent of households in fuel poverty,25.3,All,Houses,All,All,All,Fuel Poor
S12000049,2015-2017,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.3,All,Flats,All,All,All,Fuel Poor
